po_number,SKU,chassis,mfp_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_at,hs_client_type,hs_dealtype,deal_id,Total SKU DZ on PO,unit_cost,fixed_cost,COGS int SKU Cost,COGS int SKU Cost exact,Total SKU on PO,cost_per_sku,COGS PKF Sock domestic SKU Cost
28557,10.0276464v1,10,,2,4,,8/16/2022,,,,5,,,,,60,2.58,185.76
28558,10.02106397v1,10,,2,3,,8/16/2022,,,,10,,,,,120,2.58,340.56
28559,10.02109848v1,10,,2,1,,8/16/2022,,,,17,,,,,200,1.96,423.36
28560,10.02105304v1,10,,2,3,,8/17/2022,,,,5,,,,,60,3.66,263.52
28562,10.02108370v2,10,,2,3,,8/16/2022,,,,10,,,,,120,2.58,340.56
28563,10.0287659v2,10,,2,4,,8/16/2022,,,,7,,,,,75,2.58,247.68
28564,10.0211449v1,10,,2,3,,8/16/2022,,,,21,,,,,250,2.41,636.24
28565,10.02109856v1,10,,2,1,,8/16/2022,,,,17,,,,,200,1.96,423.36
28566,10.02107716v2,10,,2,1,,8/17/2022,,,,75,,,,,900,1.79,1632.48
28567,10.02109710v4,10,,2,1,,8/16/2022,,,,40,,,,,480,1.96,964.32
28568,10.02106540v3,10,,2,3,,8/16/2022,,,,25,,,,,300,2.41,751.92
28569,55.02111024v1,55,,114,3,,8/18/2022,,,,5,,,,,60,3.74,269.28
28572,55.02111560v1,55,,114,1,,8/17/2022,,,,142,,,,,1701,1.71,2934.36
28573,10.02109164v1,10,,2,1,,8/17/2022,,,,21,,,,,250,1.96,517.44
28573,10.02109159v1,10,,2,1,,8/17/2022,,,,21,,,,,250,1.96,517.44
28574,10.0219978v1,10,,2,3,,8/17/2022,,,,20,,,,,240,2.41,607.32
28575,55.02109490v1,55,,114,1,,8/17/2022,,,,5,,,,,60,2.56,184.32
28575,55.02109486v1,55,,114,1,,8/17/2022,,,,5,,,,,60,2.56,184.32
28577,55.02109954v1,55,,114,3,,8/17/2022,,,,42,,,,,500,2.49,1284.84
28578,10.02109330v1,10,,2,1,,8/17/2022,,,,7,,,,,75,2.56,245.76
28578,10.0258850v1,10,,2,1,,8/17/2022,,,,7,,,,,75,2.56,245.76
28579,10.02107196v2,10,,2,1,,8/18/2022,,,,17,,,,,200,1.96,423.36
28580,10.02109918v2,10,,2,4,,8/17/2022,,,,5,,,,,60,2.58,185.76
28581,10.02109667v1,10,,2,1,,8/17/2022,,,,20,,,,,240,1.96,493.92
28584,10.02108335v2,10,,2,3,,8/17/2022,,,,10,,,,,120,2.58,340.56
28585,10.0296605v1,10,,2,1,,8/17/2022,,,,25,,,,,300,1.96,611.52
28586,10.0269845v3,10,,2,3,,8/17/2022,,,,25,,,,,300,2.41,751.92
28587,10.02104388v2,10,,2,1,,8/17/2022,,,,50,,,,,600,1.88,1150.56
28588,10.02110205v1,10,,2,1,,8/17/2022,,,,84,,,,,1000,1.79,1825.8
28589,10.02108942v5,10,,2,3,,8/17/2022,,,,11,,,,,125,2.58,371.52
28591,10.02110229v1,10,,2,3,,8/18/2022,,,,25,,,,,300,2.41,751.92
28592,10.02109651v1,10,,2,1,,8/17/2022,,,,6,,,,,62,2.56,215.04
28593,10.0257970v1,10,,2,1,,8/17/2022,,,,10,,,,,120,2.23,294.36
28594,10.0265487v1,10,,2,1,,8/18/2022,,,,9,,,,,100,2.56,307.2
28595,44.02108038v1,44,,21,3,,8/17/2022,,,,134,,,,,1600,1.99,3223.8
28597,10.02110230v1,10,,2,3,,8/18/2022,,,,25,,,,,300,2.41,751.92
28598,10.02110228v1,10,,2,3,,8/18/2022,,,,25,,,,,300,2.41,751.92
28599,10.0255653v1,10,,2,1,,10/7/2022,,,,18,,,,,206,1.96,446.88
28600,55.02108946v2,55,,114,3,,8/17/2022,,,,9,,,,,100,3.66,439.2
28601,10.02106523v2,10,,2,4,,8/18/2022,,,,101,,,,,1201,1.91,2337.84
28602,10.0248463v1,10,,2,3,,8/17/2022,,,,5,,,,,60,3.66,263.52
28603,18.02106173v1,18,,10,3,,8/17/2022,,,,10,,,,,120,2.66,351.12
28604,10.02105895v1,10,,2,1,,8/18/2022,,,,10,,,,,120,2.23,294.36
28605,10.02110013v2,10,,2,4,,8/24/2022,,,,14,,,,,160,2.41,433.8
28605,10.02110013v3,10,,2,4,,8/24/2022,,,,5,,,,,60,2.58,185.76
28606,10.03110329v1,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28607,10.0298433v1,10,,2,1,,8/18/2022,,,,5,,,,,60,2.56,184.32
28608,10.02109893v1,10,,2,4,,8/18/2022,,,,5,,,,,60,2.58,185.76
28609,10.0246386v5,10,,2,1,,8/18/2022,,,,34,,,,,400,1.96,823.2
28611,10.02110280v1,10,,2,4,,8/18/2022,,,,5,,,,,60,2.58,185.76
28612,10.02110049v1,10,,2,4,,8/18/2022,,,,5,,,,,60,2.58,185.76
28613,10.0245527v3,10,,2,3,,8/18/2022,,,,20,,,,,240,2.41,607.32
28613,10.0245647v1,10,,2,3,,8/18/2022,,,,20,,,,,240,2.41,607.32
28614,10.02106122v2,10,,2,4,,8/18/2022,,,,5,,,,,60,2.58,185.76
28615,10.02109394v1,10,,2,4,,8/18/2022,,,,50,,,,,600,2.16,1321.92
28616,10.02109586v1,10,,2,4,,8/18/2022,,,,117,,,,,1400,1.91,2704.56
28617,10.02109998v1,10,,2,4,,8/18/2022,,,,21,,,,,250,2.41,636.24
28618,10.02100130v3,10,,2,4,,8/18/2022,,,,5,,,,,60,2.58,185.76
28619,10.02106914v1,10,,2,3,,8/23/2022,,,,20,,,,,240,2.41,607.32
28621,10.02110200v2,10,,2,4,,8/18/2022,,,,13,,,,,153,2.41,404.88
28622,10.02107704v2,10,,2,4,,8/18/2022,,,,7,,,,,75,2.58,247.68
28623,10.02110327v1,10,,2,4,,8/18/2022,,,,11,,,,,125,2.58,371.52
28624,10.0230467v2,10,,2,3,,8/18/2022,,,,42,,,,,500,2.41,1243.56
28625,10.02108835v1,10,,2,4,,8/18/2022,,,,10,,,,,120,2.58,340.56
28625,10.02109876v1,10,,2,4,,8/18/2022,,,,10,,,,,120,2.58,340.56
28625,10.02109869v1,10,,2,4,,8/18/2022,,,,10,,,,,120,2.58,340.56
28625,10.02109875v1,10,,2,4,,8/18/2022,,,,10,,,,,120,2.58,340.56
28625,10.02109877v1,10,,2,4,,8/18/2022,,,,10,,,,,120,2.58,340.56
28626,10.02105031v1,10,,2,1,,8/18/2022,,,,20,,,,,240,1.96,493.92
28627,46.02106797v2,46,,113,1,,8/18/2022,,,,10,,,,,120,2.23,294.36
28628,10.0243612v1,10,,2,1,,8/22/2022,,,,27,,,,,320,1.96,658.56
28629,10.0265981v1,10,,2,4,,8/18/2022,,,,13,,,,,150,2.41,404.88
28630,55.02106370v3,55,,114,3,,8/18/2022,,,,35,,,,,420,2.49,1075.68
28631,10.02110272v1,10,,2,1,,8/18/2022,,,,6,,,,,65,2.56,215.04
28632,10.02106859v1,10,,2,4,,8/18/2022,,,,7,,,,,75,2.58,247.68
28633,55.02108898v2,55,,114,1,,8/18/2022,,,,6,,,,,70,2.56,215.04
28634,55.02110349v3,55,,114,3,,8/18/2022,,,,8,,,,,92,3.66,395.28
28635,10.02107466v1,10,,2,3,,8/18/2022,,,,17,,,,,200,2.41,520.56
28636,10.0240315v1,10,,2,1,,8/22/2022,,,,46,,,,,550,1.88,1060.32
28637,10.02110513v2,10,,2,4,,8/19/2022,,,,63,,,,,755,1.91,1466.88
28638,10.0275615v1,10,,2,3,,8/18/2022,,,,10,,,,,120,2.58,340.56
28639,10.0263259v1,10,,2,4,,8/18/2022,,,,45,,,,,535,2.41,1330.32
28640,55.02102484v1,55,,114,1,,8/18/2022,,,,28,,,,,330,1.96,682.08
28640,55.02102485v1,55,,114,1,,8/18/2022,,,,28,,,,,330,1.96,682.08
28641,17.02103808v1,17,,9,1,,8/18/2022,,,,55,,,,,660,1.88,1263.36
28642,10.0218490v1,10,,2,3,,8/19/2022,,,,30,,,,,350,2.41,896.52
28643,10.02110412v1,10,,2,3,,8/19/2022,,,,6,,,,,70,3.66,307.44
28643,10.02110418v1,10,,2,3,,8/19/2022,,,,6,,,,,70,3.66,307.44
28643,10.02110411v1,10,,2,3,,8/19/2022,,,,5,,,,,60,3.66,263.52
28644,10.02102522v3,10,,2,3,,8/18/2022,,,,10,,,,,120,2.58,340.56
28645,13.0533439v1,13,,5,3,,8/22/2022,,,,21,,,,,250,1.45,382.8
28646,55.02108008v2,55,,114,3,,8/19/2022,,,,5,,,,,60,3.74,269.28
28647,55.02110532v1,55,,114,3,,8/18/2022,,,,12,,,,,144,2.49,388.44
28648,10.02110384v2,10,,2,1,,8/19/2022,,,,23,,,,,275,1.96,564.48
28649,10.02110548v2,10,,2,1,,8/19/2022,,,,42,,,,,500,1.96,1011.36
28650,55.02110381v1,55,,114,3,,8/19/2022,,,,21,,,,,250,2.49,657.36
28651,55.02110268v2,55,,114,1,,8/19/2022,,,,10,,,,,120,2.23,294.36
28653,10.02108437v3,10,,2,1,,8/19/2022,,,,10,,,,,120,2.23,294.36
28654,10.02106504v1,10,,2,1,,8/19/2022,,,,21,,,,,250,1.96,517.44
28654,10.02106503v3,10,,2,1,,8/19/2022,,,,21,,,,,250,1.96,517.44
28655,10.02110190v2,10,,2,1,,8/19/2022,,,,10,,,,,120,2.23,294.36
28656,55.02110708v1,55,,114,3,,8/22/2022,,,,19,,,,,225,2.49,597.6
28658,10.026667v8,10,,2,3,,8/19/2022,,,,20,,,,,240,2.41,607.32
28659,12.02110633v1,12,,4,3,,8/19/2022,,,,42,,,,,500,2.16,1114.56
28660,55.02110620v1,55,,114,1,,8/19/2022,,,,5,,,,,60,2.56,184.32
28660,55.02110619v1,55,,114,1,,8/19/2022,,,,5,,,,,60,2.56,184.32
28661,10.02110591v1,10,,2,3,,8/19/2022,,,,34,,,,,400,2.41,1012.2
28661,10.02110379v1,10,,2,3,,8/19/2022,,,,34,,,,,400,2.41,1012.2
28662,10.02110053v2,10,,2,3,,8/19/2022,,,,5,,,,,60,3.66,263.52
28663,10.02109752v3,10,,2,1,,8/19/2022,,,,44,,,,,520,1.96,1058.4
28665,55.02105549v2,55,,114,1,,8/19/2022,,,,9,,,,,100,2.56,307.2
28667,10.02107118v1,10,,2,3,,8/19/2022,,,,11,,,,,130,2.58,371.52
28668,55.02107379v3,55,,114,1,,8/20/2022,,,,5,,,,,60,2.56,184.32
28668,55.02106692v3,55,,114,1,,8/20/2022,,,,5,,,,,60,2.56,184.32
28669,55.02110541v1,55,,114,3,,8/19/2022,,,,10,,,,,120,2.66,351.12
28670,20.02109882v3,20,,11,3,,8/30/2022,,,,13,,,,,150,2.99,502.32
28671,10.0296976v1,10,,2,3,,8/19/2022,,,,11,,,,,121,2.58,371.52
28672,10.02108581v4,10,,2,3,,8/19/2022,,,,60,,,,,720,1.91,1398.12
28673,55.02110695v1,55,,114,3,,8/19/2022,,,,126,,,,,1505,2.1,3200.4
28674,10.02110476v1,10,,2,1,,8/23/2022,,,,21,,,,,250,1.96,517.44
28675,10.0290479v1,10,,2,3,,8/19/2022,,,,40,,,,,480,2.41,1185.72
28676,55.02110277v1,55,,114,3,,8/22/2022,,,,10,,,,,120,2.66,351.12
28677,55.02110545v1,55,,114,3,,8/19/2022,,,,5,,,,,60,3.74,269.28
28678,10.02110168v2,10,,2,1,,8/22/2022,,,,250,,,,,2990,1.6,4819.2
28679,10.0283742v1,10,,2,4,,8/19/2022,,,,5,,,,,60,2.58,185.76
28680,12.0298045v2,12,,4,1,,8/23/2022,,,,13,,,,,150,1.55,260.4
28680,12.0298011v4,12,,4,1,,8/23/2022,,,,10,,,,,120,1.77,233.64
28681,10.0274969v1,10,,2,1,,8/23/2022,,,,84,,,,,1000,1.79,1825.8
28681,10.0274717v1,10,,2,1,,8/23/2022,,,,84,,,,,1000,1.79,1825.8
28682,44.02110753v1,44,,21,3,,8/19/2022,,,,296,,,,,3551,1.7,6058.8
28683,10.0293896v6,10,,2,1,,8/22/2022,,,,325,,,,,3900,1.6,6259.2
28684,10.02105759v1,10,,2,1,,8/22/2022,,,,8,,,,,95,2.56,276.48
28685,15.02110606v2,15,,7,3,,8/22/2022,,,,18,,,,,206,3.53,804.84
28686,10.02110661v1,10,,2,4,,8/22/2022,,,,9,,,,,100,2.58,309.6
28687,10.02110643v1,10,,2,4,,8/20/2022,,,,5,,,,,60,2.58,185.76
28688,12.02107263v1,12,,4,3,,8/20/2022,,,,10,,,,,120,2.33,307.56
28689,10.02109843v5,10,,2,1,,8/22/2022,,,,7,,,,,75,2.56,245.76
28690,10.02110622v1,10,,2,3,,8/22/2022,,,,26,,,,,302,2.41,780.84
28691,10.02100018v1,10,,2,4,,8/24/2022,,,,10,,,,,120,2.58,340.56
28691,10.02100040v3,10,,2,4,,8/24/2022,,,,10,,,,,120,2.58,340.56
28692,10.0287827v2,10,,2,3,,8/23/2022,,,,155,,,,,1854,1.91,3575.52
28693,10.02110396v1,10,,2,1,,8/22/2022,,,,5,,,,,60,2.56,184.32
28694,10.03103306v1,10,,2,3,,8/22/2022,,,,5,,,,,60,3.66,263.52
28695,10.02105510v2,10,,2,1,,8/23/2022,,,,20,,,,,240,1.96,493.92
28696,10.02110631v1,10,,2,1,,8/22/2022,,,,5,,,,,60,2.56,184.32
28697,10.0282121v4,10,,2,3,,8/22/2022,,,,13,,,,,150,2.41,404.88
28697,10.0282121v6,10,,2,3,,8/22/2022,,,,13,,,,,150,2.41,404.88
28697,10.0284374v5,10,,2,3,,8/22/2022,,,,13,,,,,150,2.41,404.88
28697,10.0284374v6,10,,2,3,,8/22/2022,,,,13,,,,,150,2.41,404.88
28698,10.02108751v1,10,,2,3,,9/13/2022,,,,80,,,,,950,1.91,1856.52
28699,10.0257502v1,10,,2,3,,9/9/2022,,,,17,,,,,200,2.41,520.56
28699,10.029297v1,10,,2,3,,9/9/2022,,,,10,,,,,120,2.58,340.56
28701,10.02110843v1,10,,2,1,,8/25/2022,,,,60,,,,,720,1.79,1310.28
28705,10.0293573v1,10,,2,3,,8/22/2022,,,,21,,,,,250,2.41,636.24
28706,10.02110840v1,10,,2,1,,8/22/2022,,,,9,,,,,102,2.56,307.2
28707,10.02105221v2,10,,2,1,,8/22/2022,,,,5,,,,,60,2.56,184.32
28708,10.02110235v1,10,,2,3,,8/23/2022,,,,6,,,,,63,3.66,307.44
28709,10.02108811v1,10,,2,1,,8/23/2022,,,,13,,,,,150,1.96,329.28
28709,10.02108812v1,10,,2,1,,8/23/2022,,,,13,,,,,150,1.96,329.28
28710,10.0238836v1,10,,2,4,,8/23/2022,,,,42,,,,,500,2.41,1243.56
28711,10.02110295v1,10,,2,3,,8/23/2022,,,,5,,,,,60,3.66,263.52
28712,10.02108536v2,10,,2,1,,8/23/2022,,,,5,,,,,60,2.56,184.32
28713,10.02107171v5,10,,2,1,,8/23/2022,,,,5,,,,,60,2.56,184.32
28714,10.0296925v1,10,,2,1,,8/24/2022,,,,24,,,,,283,1.96,588
28715,10.0210309v2,10,,2,3,,8/23/2022,,,,7,,,,,80,3.66,351.36
28716,10.02101367v3,10,,2,1,,8/23/2022,,,,7,,,,,74,2.56,245.76
28717,10.0297553v1,10,,2,4,,8/23/2022,,,,14,,,,,160,2.41,433.8
28718,46.0280979v2,46,,113,1,,8/24/2022,,,,9,,,,,100,2.56,307.2
28719,10.0247377v1,10,,2,1,,8/23/2022,,,,13,,,,,150,1.96,329.28
28719,10.0247378v1,10,,2,1,,8/23/2022,,,,13,,,,,150,1.96,329.28
28720,10.02109168v2,10,,2,4,,8/29/2022,,,,6,,,,,63,2.58,216.72
28721,10.02110864v1,10,,2,1,,8/23/2022,,,,21,,,,,252,1.96,517.44
28721,10.02110888v1,10,,2,1,,8/23/2022,,,,21,,,,,252,1.96,517.44
28722,12.02107568v3,12,,4,3,,8/23/2022,,,,13,,,,,150,2.16,362.88
28723,10.02111027v1,10,,2,3,,8/23/2022,,,,13,,,,,150,2.41,404.88
28724,10.02109746v1,10,,2,3,,8/23/2022,,,,17,,,,,200,2.41,520.56
28726,10.02109855v2,10,,2,3,,8/23/2022,,,,42,,,,,501,2.41,1243.56
28727,10.02109414v1,10,,2,3,,8/23/2022,,,,10,,,,,120,2.58,340.56
28728,10.0239418v2,10,,2,3,,8/23/2022,,,,34,,,,,400,2.41,1012.2
28729,10.02110829v1,10,,2,3,,8/23/2022,,,,19,,,,,227,2.41,578.4
28730,10.0246477v6,10,,2,3,,8/31/2022,,,,40,,,,,480,2.41,1185.72
28731,10.0282423v1,10,,2,1,,8/23/2022,,,,21,,,,,250,1.96,517.44
28732,55.02106777v1,55,,114,3,,8/23/2022,,,,50,,,,,600,2.24,1370.88
28733,55.02111146v1,55,,114,1,,8/23/2022,,,,42,,,,,500,1.96,1011.36
28734,10.0296594v2,10,,2,4,,8/23/2022,,,,25,,,,,300,2.41,751.92
28734,10.0291305v4,10,,2,4,,8/23/2022,,,,25,,,,,300,2.41,751.92
28735,10.0242619v2,10,,2,1,,8/23/2022,,,,42,,,,,500,1.96,1011.36
28735,10.0242627v2,10,,2,1,,8/23/2022,,,,42,,,,,500,1.96,1011.36
28736,10.0298474v3,10,,2,4,,8/23/2022,,,,17,,,,,200,2.41,520.56
28738,10.02102111v3,10,,2,1,,8/24/2022,,,,13,,,,,155,1.96,329.28
28738,10.02102112v1,10,,2,1,,8/24/2022,,,,13,,,,,155,1.96,329.28
28738,10.02102102v3,10,,2,1,,8/24/2022,,,,13,,,,,155,1.96,329.28
28738,10.02102106v1,10,,2,1,,8/24/2022,,,,13,,,,,155,1.96,329.28
28739,10.0290458v5,10,,2,3,,8/24/2022,,,,18,,,,,208,2.41,549.48
28740,10.02108632v2,10,,2,3,,8/24/2022,,,,42,,,,,500,2.41,1243.56
28741,10.02111108v1,10,,2,1,,8/23/2022,,,,31,,,,,367,1.96,752.64
28741,10.02111109v1,10,,2,1,,8/23/2022,,,,31,,,,,367,1.96,752.64
28742,10.02110915v1,10,,2,3,,8/23/2022,,,,11,,,,,124,2.58,371.52
28742,10.02110914v1,10,,2,3,,8/23/2022,,,,11,,,,,124,2.58,371.52
28742,10.02110916v1,10,,2,3,,8/23/2022,,,,11,,,,,124,2.58,371.52
28743,10.0238851v1,10,,2,3,,8/23/2022,,,,17,,,,,200,2.41,520.56
28744,10.02102854v1,10,,2,3,,8/25/2022,,,,10,,,,,120,2.58,340.56
28746,55.0297124v1,55,,114,3,,8/24/2022,,,,26,,,,,310,2.49,806.76
28747,10.02108962v5,10,,2,3,,8/25/2022,,,,40,,,,,480,2.41,1185.72
28748,10.0242901v5,10,,2,3,,8/24/2022,,,,30,,,,,360,2.41,896.52
28749,10.02108476v2,10,,2,3,,8/24/2022,,,,10,,,,,120,2.58,340.56
28750,10.02109526v1,10,,2,3,,8/24/2022,,,,34,,,,,400,2.41,1012.2
28750,10.02109535v1,10,,2,3,,8/24/2022,,,,34,,,,,400,2.41,1012.2
28751,55.02110971v1,55,,114,3,,8/24/2022,,,,5,,,,,60,3.74,269.28
28752,10.02108195v1,10,,2,3,,8/24/2022,,,,30,,,,,360,2.41,896.52
28753,10.02107794v1,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28754,10.0292305v1,10,,2,3,,8/24/2022,,,,42,,,,,500,2.41,1243.56
28755,55.02102674v1,55,,114,1,,8/24/2022,,,,46,,,,,550,1.88,1060.32
28756,10.02110974v1,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28757,10.02111277v1,10,,2,3,,8/24/2022,,,,25,,,,,300,2.41,751.92
28758,46.02110351v1,46,,113,1,,8/25/2022,,,,22,,,,,255,1.96,540.96
28758,55.02110350v1,55,,114,1,,8/25/2022,,,,22,,,,,255,1.96,540.96
28759,10.02107420v5,10,,2,3,,8/24/2022,,,,10,,,,,120,2.58,340.56
28760,10.02104666v5,10,,2,4,,9/6/2022,,,,10,,,,,120,2.58,340.56
28761,46.0292083v1,46,,113,1,,8/24/2022,,,,21,,,,,250,1.96,517.44
28763,10.02109994v1,10,,2,3,,8/24/2022,,,,17,,,,,200,2.41,520.56
28764,10.02110551v2,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28765,55.02111366v1,55,,114,3,,8/24/2022,,,,118,,,,,1406,2.1,2998.8
28766,10.02106742v2,10,,2,3,,8/24/2022,,,,10,,,,,120,2.58,340.56
28766,55.02106747v1,55,,114,3,,8/24/2022,,,,5,,,,,60,3.74,269.28
28766,55.02106750v3,55,,114,3,,8/24/2022,,,,5,,,,,60,3.74,269.28
28767,10.02106846v3,10,,2,1,,8/25/2022,,,,20,,,,,240,1.96,493.92
28767,46.02111367v3,46,,113,1,,8/25/2022,,,,20,,,,,240,1.96,493.92
28768,46.02111025v1,46,,113,1,,8/24/2022,,,,10,,,,,120,2.23,294.36
28769,10.0286957v1,10,,2,4,,8/24/2022,,,,5,,,,,60,2.58,185.76
28770,10.0227001v1,10,,2,3,,8/24/2022,,,,30,,,,,350,2.41,896.52
28771,10.02105198v1,10,,2,1,,8/24/2022,,,,32,,,,,375,1.96,776.16
28772,55.02111292v1,55,,114,1,,8/24/2022,,,,30,,,,,360,1.96,729.12
28773,10.02111374v1,10,,2,3,,8/25/2022,,,,23,,,,,275,2.41,694.08
28774,12.02110474v1,12,,4,3,,8/24/2022,,,,5,,,,,60,3.41,245.52
28774,10.02110473v1,10,,2,3,,8/24/2022,,,,9,,,,,100,3.58,429.6
28775,10.02109593v1,10,,2,3,,8/25/2022,,,,5,,,,,60,3.66,263.52
28776,10.02111074v2,10,,2,1,,8/24/2022,,,,34,,,,,400,1.96,823.2
28777,10.02110932v2,10,,2,3,,8/24/2022,,,,10,,,,,120,2.58,340.56
28778,10.02109654v2,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28779,10.02106412v2,10,,2,3,,8/24/2022,,,,10,,,,,120,2.58,340.56
28779,10.0259041v1,10,,2,3,,8/24/2022,,,,5,,,,,60,3.66,263.52
28780,55.02109438v2,55,,114,3,,8/24/2022,,,,10,,,,,120,2.66,351.12
28781,10.02111322v1,10,,2,3,,8/25/2022,,,,21,,,,,250,2.41,636.24
28782,10.0261941v1,10,,2,3,,8/25/2022,,,,40,,,,,480,2.41,1185.72
28783,10.02110568v4,10,,2,3,,8/25/2022,,,,10,,,,,120,2.58,340.56
28784,10.0243578v1,10,,2,1,,8/25/2022,,,,20,,,,,230,1.96,493.92
28785,12.0278138v1,12,,4,3,,8/25/2022,,,,24,,,,,287,2.16,648
28786,10.0278137v1,10,,2,1,,9/12/2022,,,,5,,,,,60,2.56,184.32
28787,20.02110571v1,20,,11,1,,8/25/2022,,,,114,,,,,1360,2.71,3739.8
28789,17.0290600v1,17,,9,3,,8/25/2022,,,,6,,,,,64,3.66,307.44
28790,10.02107786v1,10,,2,3,,8/25/2022,,,,10,,,,,120,2.58,340.56
28791,10.0243598v2,10,,2,1,,8/25/2022,,,,109,,,,,1300,1.71,2257.2
28792,55.02106526v3,55,,114,3,,8/25/2022,,,,17,,,,,200,2.49,537.84
28793,10.02111508v1,10,,2,3,,8/25/2022,,,,5,,,,,60,3.66,263.52
28794,55.02111445v1,55,,114,3,,8/30/2022,,,,5,,,,,60,3.74,269.28
28794,55.02111445v2,55,,114,3,,8/30/2022,,,,5,,,,,60,3.74,269.28
28794,55.02111437v1,55,,114,3,,8/30/2022,,,,5,,,,,60,3.74,269.28
28794,55.02111437v2,55,,114,3,,8/30/2022,,,,5,,,,,60,3.74,269.28
28795,10.02109980v3,10,,2,3,,8/29/2022,,,,5,,,,,60,3.66,263.52
28796,10.02107454v4,10,,2,3,,8/25/2022,,,,21,,,,,241,2.41,636.24
28798,10.0242992v1,10,,2,3,,8/29/2022,,,,10,,,,,120,2.58,340.56
28799,10.02111055v3,10,,2,3,,8/25/2022,,,,9,,,,,100,3.58,429.6
28800,10.02104632v6,10,,2,3,,8/25/2022,,,,46,,,,,546,2.16,1218.24
28802,10.02105219v7,10,,2,3,,8/26/2022,,,,30,,,,,360,2.41,896.52
28803,10.02111584v1,10,,2,3,,8/25/2022,,,,59,,,,,700,2.16,1555.2
28804,10.02104156v1,10,,2,4,,10/10/2022,,,,6,,,,,72,2.58,216.72
28804,10.02117149v1,10,,2,4,,10/10/2022,,,,6,,,,,72,2.58,216.72
28805,10.02111141v3,10,,2,3,,8/25/2022,,,,9,,,,,100,3.58,429.6
28806,10.02109533v1,10,,2,3,,8/26/2022,,,,7,,,,,75,3.66,351.36
28807,10.02110409v2,10,,2,3,,8/25/2022,,,,41,,,,,490,2.41,1214.64
28808,10.0251310v1,10,,2,1,,8/29/2022,,,,20,,,,,240,1.96,493.92
28809,10.0286658v1,10,,2,1,,8/25/2022,,,,5,,,,,60,2.56,184.32
28810,10.02105486v3,10,,2,3,,8/25/2022,,,,30,,,,,360,2.41,896.52
28811,10.0251723v1,10,,2,3,,8/25/2022,,,,21,,,,,250,2.41,636.24
28812,10.02111005v2,10,,2,3,,8/26/2022,,,,25,,,,,300,2.41,751.92
28814,10.02110440v1,10,,2,3,,8/25/2022,,,,38,,,,,450,2.41,1127.88
28815,10.02111714v1,10,,2,4,,8/25/2022,,,,5,,,,,60,2.58,185.76
28816,10.0216102v1,10,,2,4,,8/26/2022,,,,15,,,,,180,2.41,462.72
28816,10.0216095v1,10,,2,4,,8/26/2022,,,,10,,,,,120,2.58,340.56
28816,10.0216100v1,10,,2,4,,8/26/2022,,,,15,,,,,180,2.41,462.72
28816,10.0216094v1,10,,2,4,,8/26/2022,,,,10,,,,,120,2.58,340.56
28817,10.0232400v2,10,,2,3,,8/26/2022,,,,17,,,,,200,2.41,520.56
28818,10.0229027v1,10,,2,1,,8/26/2022,,,,10,,,,,120,2.23,294.36
28819,10.02111494v2,10,,2,1,,8/26/2022,,,,10,,,,,120,2.23,294.36
28819,10.02111480v2,10,,2,1,,8/26/2022,,,,10,,,,,120,2.23,294.36
28820,10.0288654v1,10,,2,4,,8/29/2022,,,,10,,,,,120,2.58,340.56
28821,10.02111387v1,10,,2,3,,8/26/2022,,,,5,,,,,60,3.66,263.52
28822,10.0270329v2,10,,2,3,,8/26/2022,,,,21,,,,,250,2.41,636.24
28823,10.02107848v3,10,,2,3,,8/26/2022,,,,5,,,,,60,3.66,263.52
28824,10.0269916v1,10,,2,1,,8/26/2022,,,,42,,,,,500,1.96,1011.36
28825,10.02111733v1,10,,2,3,,8/26/2022,,,,5,,,,,60,3.66,263.52
28826,10.0284005v5,10,,2,3,,8/26/2022,,,,67,,,,,800,1.91,1558.56
28827,10.03111373v1,10,,2,3,,8/26/2022,,,,67,,,,,800,1.91,1558.56
28828,10.02111196v1,10,,2,4,,8/29/2022,,,,5,,,,,60,2.58,185.76
28829,10.0218490v1,10,,2,3,,8/31/2022,,,,17,,,,,200,2.41,520.56
28830,10.0294977v1,10,,2,1,,8/26/2022,,,,5,,,,,60,2.56,184.32
28831,10.02111505v1,10,,2,4,,8/29/2022,,,,5,,,,,60,2.58,185.76
28831,10.02111507v1,10,,2,4,,8/29/2022,,,,5,,,,,60,2.58,185.76
28832,55.02111825v1,55,,114,3,,8/26/2022,,,,13,,,,,150,2.49,418.32
28833,10.02102135v1,10,,2,3,,8/26/2022,,,,12,,,,,140,2.41,375.96
28835,10.0227077v2,10,,2,4,,8/26/2022,,,,5,,,,,60,2.58,185.76
28835,10.0227077v1,10,,2,4,,8/26/2022,,,,5,,,,,60,2.58,185.76
28836,10.0218504v1,10,,2,3,,8/26/2022,,,,11,,,,,125,2.58,371.52
28838,10.02111710v1,10,,2,1,,8/26/2022,,,,84,,,,,1000,1.79,1825.8
28840,10.0218426v4,10,,2,1,,8/26/2022,,,,10,,,,,120,2.23,294.36
