index,po_number,SKU,chassis,mfp_quantity,mfp_product_info,vendor_id,est_ship_date,submitted_at,hs_client_type,hs_dealtype,hs_deal_id,Total SKU DZ on PO,unit_cost,fixed_cost,COGS int SKU Cost,COGS int SKU Cost exact,Total SKU on PO,cost_per_sku,COGS PKF Sock domestic SKU Cost,product_id,quantity,manufacturing_shipment_id,manufacturing_id,product_info_id,manufacturing_cart_id,units_produced,deal_id,mfc_created_at,ship_date,dozens,cost
11220,35413,10.0233810v3,10,,2,1,,4/6/2023 15:55,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
6000,35401,10.02155432v1,10,,2,1,,4/6/2023 15:42,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
22179,35405,55.02128285v2,55,,114,1,,4/6/2023 15:42,,,,22,,,,,258,1.96,540.96,,,,,,,,,,,,
4348,35414,10.02135119v4,10,,2,4,,4/6/2023 15:40,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
6131,35248,10.02156575v1,10,,2,4,,4/6/2023 15:35,,,,10,,,,,120,2.71,357.72,,,,,,,,,,,,
6145,35402,10.02156700v1,10,,2,3,,4/6/2023 15:18,,,,6,,,,,70,2.85,239.4,,,,,,,,,,,,
21244,35410,46.02157362v1,46,,113,1,,4/6/2023 14:53,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
5236,35350,10.02147109v2,10,,2,1,,4/6/2023 14:44,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
6141,35272,10.02156686v2,10,,2,4,,4/6/2023 14:35,,,,11,,,,,130,2.71,390.24,,,,,,,,,,,,
5340,35389,10.02148658v4,10,,2,3,,4/6/2023 14:27,,,,117,,,,,1400,2.01,2846.16,,,,,,,,,,,,
6063,35404,10.02156164v1,10,,2,3,,4/6/2023 13:45,,,,6,,,,,63,2.85,239.4,,,,,,,,,,,,
5061,35375,10.02144411v2,10,,2,1,,4/6/2023 13:34,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
3508,35174,10.02128286v1,10,,2,3,,4/6/2023 12:52,,,,22,,,,,258,2.54,701.04,,,,,,,,,,,,
6140,35381,10.02156679v1,10,,2,1,,4/5/2023 23:43,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
21403,35381,46.0281810v2,46,,113,1,,4/5/2023 23:43,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
18463,35383,10.03157281v1,10,,2,3,,4/5/2023 22:16,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
17512,35400,10.0292691v1,10,,2,4,,4/5/2023 22:07,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
4734,35400,10.02139607v2,10,,2,4,,4/5/2023 22:07,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
21766,35399,55.02109403v1,55,,114,3,,4/5/2023 21:44,,,,5,,,,,60,2.93,210.96,,,,,,,,,,,,
5469,35398,10.02150080v1,10,,2,1,,4/5/2023 21:42,,,,3,,,,,30,3.5,168,,,,,,,,,,,,
22541,35397,55.02153636v2,55,,114,4,,4/5/2023 21:29,,,,10,,,,,120,2.88,380.16,,,,,,,,,,,,
5952,35373,10.02155047v1,10,,2,1,,4/5/2023 21:28,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
19752,35390,17.02157236v3,17,,9,1,,4/5/2023 21:13,,,,5,,,,,59,3.5,252,,,,,,,,,,,,
6189,35392,10.02157228v1,10,,2,3,,4/5/2023 21:00,,,,84,,,,,1000,2.01,2050.2,,,,,,,,,,,,
5763,35357,10.02153004v1,10,,2,4,,4/5/2023 20:59,,,,10,,,,,120,2.71,357.72,,,,,,,,,,,,
22506,35345,55.02151529v3,55,,114,4,,4/5/2023 20:36,,,,9,,,,,102,3,360,,,,,,,,,,,,
6194,35391,10.02157287v1,10,,2,3,,4/5/2023 20:36,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
19747,35378,17.02155944v1,17,,9,1,,4/5/2023 20:10,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
19749,35378,17.02155947v2,17,,9,1,,4/5/2023 20:10,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
19748,35378,17.02155945v2,17,,9,1,,4/5/2023 20:10,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
4759,35366,10.02140143v2,10,,2,4,,4/5/2023 19:38,,,,7,,,,,75,2.83,271.68,,,,,,,,,,,,
22049,35355,55.02122232v2,55,,114,1,,4/5/2023 19:31,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
21156,35355,46.02128477v1,46,,113,1,,4/5/2023 19:31,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
5755,35363,10.02152955v2,10,,2,4,,4/5/2023 19:26,,,,7,,,,,75,2.83,271.68,,,,,,,,,,,,
18295,35385,10.0299461v1,10,,2,1,,4/5/2023 19:04,,,,7,,,,,80,2.56,245.76,,,,,,,,,,,,
7993,35384,10.0217941v1,10,,2,3,,4/5/2023 18:46,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
7998,35384,10.0217942v1,10,,2,3,,4/5/2023 18:46,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
17228,35376,10.0290517v1,10,,2,1,,4/5/2023 18:20,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
3731,35374,10.02130103v2,10,,2,1,,4/5/2023 18:17,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
14942,35372,10.0269536v1,10,,2,1,,4/5/2023 18:08,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
13500,35377,10.0259254v1,10,,2,4,,4/5/2023 18:02,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
21242,35380,46.02157088v1,46,,113,1,,4/5/2023 18:01,,,,8,,,,,88,2.56,276.48,,,,,,,,,,,,
21241,35380,46.02157087v1,46,,113,1,,4/5/2023 18:01,,,,8,,,,,88,2.56,276.48,,,,,,,,,,,,
12060,35379,10.0245372v1,10,,2,4,,4/5/2023 17:58,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
4744,35297,10.02139846v1,10,,2,4,,4/5/2023 17:20,,,,11,,,,,126,2.71,390.24,,,,,,,,,,,,
17092,35338,10.0289726v1,10,,2,3,,4/5/2023 17:16,,,,25,,,,,300,2.54,792.48,,,,,,,,,,,,
5957,35290,10.02155077v1,10,,2,4,,4/5/2023 15:54,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
19053,35348,12.02154527v1,12,,4,1,,4/5/2023 15:41,,,,5,,,,,60,2.23,160.56,,,,,,,,,,,,
21243,35361,46.02157174v1,46,,113,3,,4/5/2023 15:28,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
1754,35362,10.02113825v1,10,,2,3,,4/5/2023 15:03,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
5421,35359,10.02149573v7,10,,2,3,,4/5/2023 14:29,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
6073,35351,10.02156288v4,10,,2,1,,4/5/2023 14:14,,,,5,,,,,59,3.5,252,,,,,,,,,,,,
22606,35352,55.02157199v2,55,,114,1,,4/5/2023 13:53,,,,3,,,,,30,2.56,122.88,,,,,,,,,,,,
2538,35330,10.02119596v1,10,,2,3,,4/5/2023 13:52,,,,21,,,,,250,2.54,670.56,,,,,,,,,,,,
18390,35330,10.03119435v1,10,,2,3,,4/5/2023 13:52,,,,21,,,,,250,2.54,670.56,,,,,,,,,,,,
18392,35330,10.03119600v1,10,,2,3,,4/5/2023 13:52,,,,21,,,,,250,2.54,670.56,,,,,,,,,,,,
2523,35330,10.02119433v1,10,,2,3,,4/5/2023 13:52,,,,21,,,,,250,2.54,670.56,,,,,,,,,,,,
6004,35356,10.02155437v2,10,,2,4,,4/5/2023 13:48,,,,10,,,,,120,2.71,357.72,,,,,,,,,,,,
5436,35354,10.02149778v2,10,,2,4,,4/5/2023 13:26,,,,10,,,,,110,2.83,373.56,,,,,,,,,,,,
5440,35353,10.02149778v3,10,,2,4,,4/5/2023 13:25,,,,10,,,,,110,2.83,373.56,,,,,,,,,,,,
6185,35347,10.02157185v1,10,,2,4,,4/5/2023 13:12,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
17398,35321,10.0291596v1,10,,2,1,,4/5/2023 13:10,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
6166,35349,10.02156900v1,10,,2,4,,4/5/2023 1:53,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
6041,35343,10.02155855v1,10,,2,1,,4/5/2023 0:43,,,,84,,,,,1005,1.79,1825.8,,,,,,,,,,,,
11443,35346,10.0237671v1,10,,2,1,,4/4/2023 23:13,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
6165,35332,10.02156899v2,10,,2,1,,4/4/2023 22:41,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
22498,35201,55.02150797v5,55,,114,1,,4/4/2023 22:35,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
22497,35201,55.02150797v3,55,,114,1,,4/4/2023 22:35,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
5400,35266,10.02149447v1,10,,2,1,,4/4/2023 22:18,,,,84,,,,,1000,1.79,1825.8,,,,,,,,,,,,
15962,35331,10.0278937v1,10,,2,3,,4/4/2023 21:46,,,,50,,,,,600,2.28,1395.36,,,,,,,,,,,,
15901,35341,10.0278314v1,10,,2,4,,4/4/2023 21:41,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
15907,35341,10.0278315v1,10,,2,4,,4/4/2023 21:41,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
21237,35311,46.02156494v1,46,,113,1,,4/4/2023 21:39,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
5955,35340,10.02155053v1,10,,2,1,,4/4/2023 21:29,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
22568,35340,55.02155055v2,55,,114,1,,4/4/2023 21:29,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
18086,35320,10.0297613v1,10,,2,3,,4/4/2023 21:13,,,,6,,,,,65,2.85,239.4,,,,,,,,,,,,
5965,35324,10.02155140v1,10,,2,1,,4/4/2023 21:12,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
4923,35337,10.02142167v1,10,,2,1,,4/4/2023 20:59,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
4926,35337,10.02142169v1,10,,2,1,,4/4/2023 20:59,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
6091,35335,10.02156345v3,10,,2,1,,4/4/2023 20:56,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
6169,35334,10.02156931v1,10,,2,1,,4/4/2023 20:39,,,,19,,,,,225,1.96,470.4,,,,,,,,,,,,
994,35317,10.02107794v1,10,,2,3,,4/4/2023 20:35,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
21206,35333,46.02151634v3,46,,113,1,,4/4/2023 20:29,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
6157,35316,10.02156753v1,10,,2,4,,4/4/2023 20:00,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
5987,35296,10.02155248v4,10,,2,1,,4/4/2023 19:43,,,,100,,,,,1200,1.71,2072.52,,,,,,,,,,,,
21228,35326,46.02155625v5,46,,113,1,,4/4/2023 18:49,,,,9,,,,,100,2.56,307.2,,,,,,,,,,,,
18454,35318,10.03156861v1,10,,2,1,,4/4/2023 18:35,,,,15,,,,,180,1.96,376.32,,,,,,,,,,,,
11297,35323,10.0234996v1,10,,2,4,,4/4/2023 18:12,,,,25,,,,,300,2.54,792.48,,,,,,,,,,,,
6042,35322,10.02155858v1,10,,2,4,,4/4/2023 17:52,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
6175,35322,10.02157021v1,10,,2,4,,4/4/2023 17:52,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
19463,35315,15.02156854v1,15,,7,3,,4/4/2023 17:39,,,,10,,,,,120,3.84,506.88,,,,,,,,,,,,
6162,35315,10.02156853v1,10,,2,3,,4/4/2023 17:39,,,,7,,,,,80,2.85,273.6,,,,,,,,,,,,
22546,35313,55.02153873v1,55,,114,4,,4/4/2023 17:37,,,,10,,,,,120,2.88,380.16,,,,,,,,,,,,
22586,35319,55.02155775v3,55,,114,4,,4/4/2023 17:37,,,,10,,,,,120,2.88,380.16,,,,,,,,,,,,
2766,35314,10.02121977v1,10,,2,4,,4/4/2023 16:22,,,,21,,,,,250,2.54,670.56,,,,,,,,,,,,
6160,35312,10.02156828v1,10,,2,3,,4/4/2023 16:12,,,,142,,,,,1700,2.01,3449.16,,,,,,,,,,,,
16465,35293,10.028379v1,10,,2,1,,4/4/2023 15:54,,,,34,,,,,400,1.96,823.2,,,,,,,,,,,,
19056,35293,12.02155240v1,12,,4,1,,4/4/2023 15:54,,,,34,,,,,400,1.63,684.6,,,,,,,,,,,,
10986,35310,10.0231292v2,10,,2,3,,4/4/2023 15:43,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
14468,35292,10.0266665v1,10,,2,1,,4/4/2023 15:31,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
2734,35309,10.02121788v1,10,,2,3,,4/4/2023 15:29,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
4835,35223,10.02140746v6,10,,2,3,,4/4/2023 15:12,,,,84,,,,,1000,2.01,2050.2,,,,,,,,,,,,
6057,35308,10.02156041v2,10,,2,3,,4/4/2023 15:07,,,,7,,,,,75,2.85,273.6,,,,,,,,,,,,
17664,35305,10.0294005v1,10,,2,3,,4/4/2023 15:03,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
6164,35299,10.02156885v1,10,,2,1,,4/4/2023 14:43,,,,34,,,,,400,1.96,823.2,,,,,,,,,,,,
6152,35302,10.02156713v1,10,,2,4,,4/4/2023 3:03,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
10757,35301,10.0227001v3,10,,2,3,,4/4/2023 2:21,,,,193,,,,,2310,2.01,4679.28,,,,,,,,,,,,
10752,35300,10.0227001v1,10,,2,3,,4/4/2023 2:21,,,,110,,,,,1315,2.01,2677.32,,,,,,,,,,,,
6138,35294,10.02156637v1,10,,2,1,,4/3/2023 23:13,,,,5,,,,,50,3.5,252,,,,,,,,,,,,
17887,35285,10.0296068v1,10,,2,3,,4/3/2023 23:02,,,,9,,,,,100,2.85,342,,,,,,,,,,,,
6089,35298,10.02156330v1,10,,2,1,,4/3/2023 22:52,,,,12,,,,,135,1.96,305.76,,,,,,,,,,,,
20945,35291,44.02146971v1,44,,21,3,,4/3/2023 22:36,,,,13,,,,,150,2.62,440.16,,,,,,,,,,,,
6081,35295,10.02156304v2,10,,2,1,,4/3/2023 22:19,,,,17,,,,,201,1.96,423.36,,,,,,,,,,,,
4500,35276,10.02136278v6,10,,2,1,,4/3/2023 21:40,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
5974,35288,10.02155189v2,10,,2,3,,4/3/2023 21:36,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
21684,35270,55.02104771v1,55,,114,3,,4/3/2023 21:33,,,,20,,,,,240,2.62,660.24,,,,,,,,,,,,
21710,35270,55.02106084v1,55,,114,3,,4/3/2023 21:33,,,,20,,,,,240,2.62,660.24,,,,,,,,,,,,
6154,35278,10.02156741v1,10,,2,3,,4/3/2023 21:19,,,,3,,,,,30,2.85,136.8,,,,,,,,,,,,
22595,35278,55.02156742v1,55,,114,3,,4/3/2023 21:19,,,,3,,,,,30,2.93,140.64,,,,,,,,,,,,
6116,35286,10.02156489v4,10,,2,3,,4/3/2023 21:17,,,,4,,,,,40,2.85,171,,,,,,,,,,,,
6115,35286,10.02156489v4,10,,2,1,,4/3/2023 21:17,,,,2,,,,,19,3.5,126,,,,,,,,,,,,
5879,35289,10.02154445v1,10,,2,1,,4/3/2023 21:13,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
5986,35259,10.02155247v2,10,,2,1,,4/3/2023 20:20,,,,11,,,,,130,2.23,321.12,,,,,,,,,,,,
22593,35281,55.02156680v1,55,,114,1,,4/3/2023 20:08,,,,28,,,,,325,1.96,682.08,,,,,,,,,,,,
4928,35198,10.02142202v1,10,,2,3,,4/3/2023 20:03,,,,9,,,,,100,2.85,342,,,,,,,,,,,,
16944,35256,10.0288603v5,10,,2,3,,4/3/2023 19:33,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
18453,35256,10.03155913v1,10,,2,3,,4/3/2023 19:33,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
2003,35279,10.02115887v4,10,,2,3,,4/3/2023 19:32,,,,3,,,,,30,2.85,136.8,,,,,,,,,,,,
2006,35279,10.02115890v1,10,,2,3,,4/3/2023 19:32,,,,3,,,,,30,2.85,136.8,,,,,,,,,,,,
6137,35275,10.02156636v1,10,,2,1,,4/3/2023 18:46,,,,5,,,,,59,3.5,252,,,,,,,,,,,,
964,35282,10.02107667v1,10,,2,1,,4/3/2023 18:42,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
6148,35280,10.02156709v1,10,,2,1,,4/3/2023 18:36,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
5991,35277,10.02155308v2,10,,2,3,,4/3/2023 18:09,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
15302,35264,10.0272538v4,10,,2,3,,4/3/2023 17:48,,,,42,,,,,500,2.54,1310.64,,,,,,,,,,,,
20128,35213,20.02156374v1,20,,11,3,,4/3/2023 17:48,,,,13,,,,,150,3.12,524.16,,,,,,,,,,,,
5861,35274,10.02154233v1,10,,2,3,,4/3/2023 17:30,,,,9,,,,,100,2.85,342,,,,,,,,,,,,
22521,35269,55.02152558v1,55,,114,1,,4/3/2023 17:18,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
6094,35253,10.02156385v1,10,,2,1,,4/3/2023 17:06,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
11031,35273,10.0231470v5,10,,2,3,,4/3/2023 17:00,,,,34,,,,,400,2.54,1066.8,,,,,,,,,,,,
13027,35271,10.0253617v1,10,,2,3,,4/3/2023 16:51,,,,6,,,,,70,2.85,239.4,,,,,,,,,,,,
5733,35252,10.02152705v1,10,,2,3,,4/3/2023 16:49,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
22549,35251,55.02154135v1,55,,114,3,,4/3/2023 16:43,,,,5,,,,,60,2.93,210.96,,,,,,,,,,,,
6120,35267,10.02156521v2,10,,2,3,,4/3/2023 16:24,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
6108,34876,10.02156442v1,10,,2,1,,4/3/2023 16:00,,,,15,,,,,175,1.96,376.32,,,,,,,,,,,,
6105,34876,10.02156441v1,10,,2,1,,4/3/2023 16:00,,,,15,,,,,175,1.96,376.32,,,,,,,,,,,,
595,35265,10.02104862v1,10,,2,4,,4/3/2023 14:47,,,,5,,,,,60,2.83,203.76,,,,,,,,,,,,
748,35257,10.02105742v3,10,,2,4,,4/3/2023 14:11,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
5682,35260,10.02152026v4,10,,2,1,,4/3/2023 1:47,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
3752,35258,10.02130208v4,10,,2,3,,4/2/2023 16:22,,,,30,,,,,360,2.54,944.88,,,,,,,,,,,,
5564,35255,10.02150623v1,10,,2,3,,4/1/2023 15:40,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
21239,35254,46.02156541v1,46,,113,1,,3/31/2023 23:31,,,,25,,,,,300,1.96,611.52,,,,,,,,,,,,
6101,35244,10.02156400v1,10,,2,1,,3/31/2023 22:44,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
5279,35249,10.02147536v3,10,,2,3,,3/31/2023 22:34,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
17418,35250,10.029177v1,10,,2,3,,3/31/2023 22:30,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
5494,35247,10.02150292v2,10,,2,3,,3/31/2023 22:23,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
6117,35246,10.02156491v1,10,,2,1,,3/31/2023 21:42,,,,21,,,,,250,1.96,517.44,,,,,,,,,,,,
3324,35014,10.02126851v4,10,,2,1,,3/31/2023 21:36,,,,7,,,,,75,2.56,245.76,,,,,,,,,,,,
22588,35206,55.02156050v1,55,,114,1,,3/31/2023 21:22,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
18841,35111,11.02105508v1,11,,3,1,,3/31/2023 21:22,,,,17,,,,,200,2.73,589.68,,,,,,,,,,,,
10556,35240,10.0223688v2,10,,2,3,,3/31/2023 21:00,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
10559,35240,10.0223689v1,10,,2,3,,3/31/2023 21:00,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
6066,35242,10.02156193v1,10,,2,3,,3/31/2023 20:58,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
21219,35182,46.02152378v2,46,,113,1,,3/31/2023 20:53,,,,21,,,,,251,1.96,517.44,,,,,,,,,,,,
5715,35182,10.02152386v2,10,,2,1,,3/31/2023 20:53,,,,21,,,,,251,1.96,517.44,,,,,,,,,,,,
6092,35236,10.02156357v2,10,,2,1,,3/31/2023 20:35,,,,3,,,,,30,3.5,168,,,,,,,,,,,,
21235,35222,46.02156372v1,46,,113,1,,3/31/2023 20:20,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
5669,35241,10.02151740v1,10,,2,1,,3/31/2023 20:08,,,,20,,,,,240,1.96,493.92,,,,,,,,,,,,
10772,35239,10.0227078v2,10,,2,4,,3/31/2023 19:40,,,,5,,,,,50,2.83,203.76,,,,,,,,,,,,
10771,35239,10.0227078v1,10,,2,4,,3/31/2023 19:40,,,,5,,,,,50,2.83,203.76,,,,,,,,,,,,
10769,35239,10.0227077v2,10,,2,4,,3/31/2023 19:40,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
10767,35239,10.0227077v1,10,,2,4,,3/31/2023 19:40,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
2165,35239,10.02117018v1,10,,2,4,,3/31/2023 19:40,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
1661,35239,10.02113135v1,10,,2,4,,3/31/2023 19:40,,,,3,,,,,30,2.83,135.84,,,,,,,,,,,,
6100,35234,10.02156399v1,10,,2,1,,3/31/2023 19:37,,,,3,,,,,30,3.5,168,,,,,,,,,,,,
4152,35208,10.02133583v2,10,,2,1,,3/31/2023 19:35,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
5432,35200,10.02149686v1,10,,2,3,,3/31/2023 19:35,,,,20,,,,,240,2.54,640.08,,,,,,,,,,,,
6087,35218,10.02156325v1,10,,2,1,,3/31/2023 19:22,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
19737,35220,17.02152815v6,17,,9,1,,3/31/2023 18:32,,,,125,,,,,1500,1.71,2585.52,,,,,,,,,,,,
6024,35229,10.02155631v1,10,,2,1,,3/31/2023 18:25,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
5878,35225,10.02154438v1,10,,2,3,,3/31/2023 18:19,,,,7,,,,,80,2.85,273.6,,,,,,,,,,,,
6031,35226,10.02155718v4,10,,2,3,,3/31/2023 17:56,,,,63,,,,,755,2.01,1543.68,,,,,,,,,,,,
21234,35230,46.02156262v2,46,,113,1,,3/31/2023 17:30,,,,10,,,,,120,2.23,294.36,,,,,,,,,,,,
6060,35233,10.02156148v1,10,,2,1,,3/31/2023 17:29,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
21232,35231,46.02156159v1,46,,113,1,,3/31/2023 17:20,,,,5,,,,,60,2.56,184.32,,,,,,,,,,,,
6059,35227,10.02156097v1,10,,2,1,,3/31/2023 16:42,,,,14,,,,,160,1.96,352.8,,,,,,,,,,,,
6051,35188,10.02155962v2,10,,2,1,,3/31/2023 16:17,,,,3,,,,,30,3.5,168,,,,,,,,,,,,
2207,35228,10.02117283v3,10,,2,3,,3/31/2023 16:13,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
2206,35228,10.02117279v2,10,,2,3,,3/31/2023 16:13,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
5558,35209,10.02150586v1,10,,2,4,,3/31/2023 15:50,,,,334,,,,,4000,1.71,6874.2,,,,,,,,,,,,
5864,34988,10.02154331v1,10,,2,3,,3/31/2023 15:30,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
2372,35214,10.02118438v2,10,,2,3,,3/31/2023 15:17,,,,7,,,,,83,2.85,273.6,,,,,,,,,,,,
5964,35224,10.02155121v1,10,,2,1,,3/31/2023 15:13,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
6054,35170,10.02155970v1,10,,2,3,,3/31/2023 15:12,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
6053,35170,10.02155969v1,10,,2,3,,3/31/2023 15:12,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
6102,35217,10.02156405v1,10,,2,1,,3/31/2023 15:05,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
19735,35221,17.02152708v4,17,,9,3,,3/31/2023 14:58,,,,84,,,,,1000,2.01,2050.2,,,,,,,,,,,,
6069,35219,10.02156230v2,10,,2,1,,3/31/2023 14:31,,,,23,,,,,275,1.96,564.48,,,,,,,,,,,,
21128,35216,46.02114600v1,46,,113,3,,3/31/2023 14:07,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
8411,35212,10.0218490v1,10,,2,1,,3/31/2023 13:38,,,,17,,,,,200,1.96,423.36,,,,,,,,,,,,
6074,35211,10.02156294v1,10,,2,3,,3/30/2023 22:59,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
2953,35203,10.02123557v2,10,,2,4,,3/30/2023 21:30,,,,17,,,,,200,2.54,548.64,,,,,,,,,,,,
6040,35204,10.02155843v1,10,,2,1,,3/30/2023 21:12,,,,4,,,,,43,3.5,210,,,,,,,,,,,,
6036,35195,10.02155757v1,10,,2,3,,3/30/2023 20:56,,,,3,,,,,30,2.85,136.8,,,,,,,,,,,,
6071,35195,10.02156270v2,10,,2,3,,3/30/2023 20:56,,,,3,,,,,30,2.85,136.8,,,,,,,,,,,,
6088,35207,10.02156328v1,10,,2,1,,3/30/2023 20:45,,,,3,,,,,30,3.5,168,,,,,,,,,,,,
16631,35197,10.0285293v1,10,,2,3,,3/30/2023 20:12,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
2123,35183,10.02116809v1,10,,2,4,,3/30/2023 19:35,,,,84,,,,,1000,2.01,2050.2,,,,,,,,,,,,
17237,35179,10.0290541v3,10,,2,3,,3/30/2023 18:11,,,,10,,,,,120,2.72,359.04,,,,,,,,,,,,
5828,35196,10.02153695v1,10,,2,3,,3/30/2023 17:45,,,,5,,,,,60,2.85,205.2,,,,,,,,,,,,
19655,35185,17.02121138v2,17,,9,4,,3/30/2023 17:16,,,,9,,,,,100,2.83,339.6,,,,,,,,,,,,
22550,35192,55.02154243v1,55,,114,1,,3/30/2023 17:14,,,,13,,,,,150,1.96,329.28,,,,,,,,,,,,
17217,35194,10.0290512v1,10,,2,4,,3/30/2023 16:57,,,,125,,,,,1500,2.01,3039.12,,,,,,,,,,,,
3729,35190,10.02130086v10,10,,2,4,,3/30/2023 16:33,,,,5,,,,,50,2.83,203.76,,,,,,,,,,,,
6068,35193,10.02156228v1,10,,2,1,,3/30/2023 16:31,,,,42,,,,,500,1.96,1011.36,,,,,,,,,,,,
22580,35161,55.02155717v1,55,,114,4,,3/30/2023 16:25,,,,7,,,,,75,3,288,,,,,,,,,,,,
